zone	q	logR	logRho	logT	logP	logPgas	luminosity	x_mass_fraction_H	y_mass_fraction_He	z_mass_fraction_metals	gamma1	opacity	pp	cno	gradr	gradT	grada	actual_gradT
647	6.46E-01	-9.60E-02	6.01E-01	7.08E+00	1.58E+01	1.58E+01	5.47E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.26E-01	2.20E-01	4.31E-02	2.50E-01	2.50E-01	3.90E-01	2.50E-01
648	6.42E-01	-9.81E-02	6.09E-01	7.08E+00	1.58E+01	1.58E+01	5.46E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.25E-01	2.31E-01	4.90E-02	2.51E-01	2.51E-01	3.90E-01	2.51E-01
649	6.38E-01	-1.00E-01	6.16E-01	7.09E+00	1.58E+01	1.58E+01	5.46E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.23E-01	2.42E-01	5.56E-02	2.52E-01	2.52E-01	3.90E-01	2.52E-01
650	6.34E-01	-1.02E-01	6.23E-01	7.09E+00	1.58E+01	1.58E+01	5.45E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.22E-01	2.54E-01	6.31E-02	2.53E-01	2.53E-01	3.90E-01	2.53E-01
651	6.29E-01	-1.04E-01	6.31E-01	7.09E+00	1.59E+01	1.58E+01	5.45E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.21E-01	2.67E-01	7.17E-02	2.53E-01	2.53E-01	3.90E-01	2.53E-01
652	6.25E-01	-1.07E-01	6.38E-01	7.09E+00	1.59E+01	1.59E+01	5.45E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.19E-01	2.80E-01	8.14E-02	2.54E-01	2.54E-01	3.90E-01	2.54E-01
653	6.21E-01	-1.09E-01	6.45E-01	7.10E+00	1.59E+01	1.59E+01	5.44E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.18E-01	2.95E-01	9.25E-02	2.55E-01	2.55E-01	3.90E-01	2.55E-01
654	6.16E-01	-1.11E-01	6.53E-01	7.10E+00	1.59E+01	1.59E+01	5.44E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.17E-01	3.10E-01	1.05E-01	2.56E-01	2.56E-01	3.90E-01	2.56E-01
655	6.12E-01	-1.13E-01	6.60E-01	7.10E+00	1.59E+01	1.59E+01	5.43E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.16E-01	3.26E-01	1.19E-01	2.57E-01	2.57E-01	3.90E-01	2.57E-01
656	6.07E-01	-1.15E-01	6.67E-01	7.10E+00	1.59E+01	1.59E+01	5.43E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.15E-01	3.44E-01	1.36E-01	2.58E-01	2.58E-01	3.90E-01	2.58E-01
657	6.03E-01	-1.17E-01	6.74E-01	7.11E+00	1.59E+01	1.59E+01	5.43E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.13E-01	3.63E-01	1.54E-01	2.59E-01	2.59E-01	3.90E-01	2.59E-01
658	5.98E-01	-1.20E-01	6.82E-01	7.11E+00	1.59E+01	1.59E+01	5.42E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.12E-01	3.83E-01	1.75E-01	2.60E-01	2.60E-01	3.90E-01	2.60E-01
659	5.94E-01	-1.22E-01	6.89E-01	7.11E+00	1.59E+01	1.59E+01	5.42E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.11E-01	4.04E-01	1.99E-01	2.62E-01	2.62E-01	3.90E-01	2.62E-01
660	5.89E-01	-1.24E-01	6.96E-01	7.11E+00	1.59E+01	1.59E+01	5.41E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.10E-01	4.27E-01	2.26E-01	2.63E-01	2.63E-01	3.89E-01	2.63E-01
661	5.84E-01	-1.27E-01	7.03E-01	7.12E+00	1.59E+01	1.59E+01	5.41E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.09E-01	4.51E-01	2.57E-01	2.64E-01	2.64E-01	3.89E-01	2.64E-01
662	5.80E-01	-1.29E-01	7.10E-01	7.12E+00	1.60E+01	1.60E+01	5.41E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.08E-01	4.78E-01	2.92E-01	2.65E-01	2.65E-01	3.89E-01	2.65E-01
663	5.75E-01	-1.31E-01	7.17E-01	7.12E+00	1.60E+01	1.60E+01	5.40E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.06E-01	5.07E-01	3.32E-01	2.66E-01	2.66E-01	3.89E-01	2.66E-01
664	5.70E-01	-1.33E-01	7.25E-01	7.12E+00	1.60E+01	1.60E+01	5.40E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.05E-01	5.37E-01	3.78E-01	2.67E-01	2.67E-01	3.89E-01	2.67E-01
665	5.65E-01	-1.36E-01	7.32E-01	7.13E+00	1.60E+01	1.60E+01	5.40E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.04E-01	5.71E-01	4.29E-01	2.68E-01	2.68E-01	3.89E-01	2.68E-01
666	5.60E-01	-1.38E-01	7.39E-01	7.13E+00	1.60E+01	1.60E+01	5.39E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.03E-01	6.07E-01	4.88E-01	2.70E-01	2.70E-01	3.89E-01	2.70E-01
667	5.56E-01	-1.41E-01	7.46E-01	7.13E+00	1.60E+01	1.60E+01	5.39E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.02E-01	6.46E-01	5.55E-01	2.71E-01	2.71E-01	3.89E-01	2.71E-01
668	5.51E-01	-1.43E-01	7.53E-01	7.13E+00	1.60E+01	1.60E+01	5.39E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.01E-01	6.89E-01	6.32E-01	2.72E-01	2.72E-01	3.89E-01	2.72E-01
669	5.46E-01	-1.45E-01	7.60E-01	7.14E+00	1.60E+01	1.60E+01	5.38E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.00E-01	7.35E-01	7.19E-01	2.73E-01	2.73E-01	3.89E-01	2.73E-01
670	5.41E-01	-1.48E-01	7.65E-01	7.14E+00	1.60E+01	1.60E+01	5.38E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.99E-01	7.72E-01	7.92E-01	2.75E-01	2.75E-01	3.89E-01	2.75E-01
671	5.38E-01	-1.49E-01	7.69E-01	7.14E+00	1.60E+01	1.60E+01	5.38E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.99E-01	7.98E-01	8.45E-01	2.75E-01	2.75E-01	3.89E-01	2.75E-01
672	5.35E-01	-1.50E-01	7.72E-01	7.14E+00	1.60E+01	1.60E+01	5.38E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.98E-01	8.26E-01	9.01E-01	2.76E-01	2.76E-01	3.89E-01	2.76E-01
673	5.33E-01	-1.52E-01	7.76E-01	7.14E+00	1.60E+01	1.60E+01	5.37E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.98E-01	8.54E-01	9.61E-01	2.77E-01	2.77E-01	3.89E-01	2.77E-01
674	5.30E-01	-1.53E-01	7.79E-01	7.14E+00	1.61E+01	1.60E+01	5.37E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.97E-01	8.84E-01	1.03E+00	2.77E-01	2.77E-01	3.89E-01	2.77E-01
675	5.28E-01	-1.54E-01	7.83E-01	7.14E+00	1.61E+01	1.61E+01	5.37E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.97E-01	9.16E-01	1.09E+00	2.78E-01	2.78E-01	3.89E-01	2.78E-01
676	5.25E-01	-1.55E-01	7.86E-01	7.15E+00	1.61E+01	1.61E+01	5.37E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.96E-01	9.48E-01	1.17E+00	2.79E-01	2.79E-01	3.89E-01	2.79E-01
677	5.23E-01	-1.57E-01	7.90E-01	7.15E+00	1.61E+01	1.61E+01	5.37E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.95E-01	9.83E-01	1.25E+00	2.79E-01	2.79E-01	3.89E-01	2.79E-01
678	5.20E-01	-1.58E-01	7.93E-01	7.15E+00	1.61E+01	1.61E+01	5.37E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.95E-01	1.02E+00	1.33E+00	2.80E-01	2.80E-01	3.89E-01	2.80E-01
679	5.17E-01	-1.59E-01	7.96E-01	7.15E+00	1.61E+01	1.61E+01	5.36E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.94E-01	1.06E+00	1.42E+00	2.81E-01	2.81E-01	3.89E-01	2.81E-01
680	5.15E-01	-1.61E-01	8.00E-01	7.15E+00	1.61E+01	1.61E+01	5.36E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.94E-01	1.09E+00	1.51E+00	2.81E-01	2.81E-01	3.89E-01	2.81E-01
681	5.12E-01	-1.62E-01	8.03E-01	7.15E+00	1.61E+01	1.61E+01	5.36E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.93E-01	1.14E+00	1.61E+00	2.82E-01	2.82E-01	3.89E-01	2.82E-01
682	5.09E-01	-1.63E-01	8.07E-01	7.15E+00	1.61E+01	1.61E+01	5.36E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.93E-01	1.18E+00	1.72E+00	2.83E-01	2.83E-01	3.89E-01	2.83E-01
683	5.07E-01	-1.64E-01	8.10E-01	7.16E+00	1.61E+01	1.61E+01	5.36E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.92E-01	1.22E+00	1.84E+00	2.84E-01	2.84E-01	3.89E-01	2.84E-01
684	5.04E-01	-1.66E-01	8.14E-01	7.16E+00	1.61E+01	1.61E+01	5.36E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.92E-01	1.27E+00	1.96E+00	2.84E-01	2.84E-01	3.89E-01	2.84E-01
685	5.01E-01	-1.67E-01	8.17E-01	7.16E+00	1.61E+01	1.61E+01	5.35E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.91E-01	1.32E+00	2.09E+00	2.85E-01	2.85E-01	3.89E-01	2.85E-01
686	4.99E-01	-1.68E-01	8.21E-01	7.16E+00	1.61E+01	1.61E+01	5.35E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.91E-01	1.37E+00	2.23E+00	2.86E-01	2.86E-01	3.89E-01	2.86E-01
687	4.96E-01	-1.70E-01	8.24E-01	7.16E+00	1.61E+01	1.61E+01	5.35E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.90E-01	1.43E+00	2.38E+00	2.87E-01	2.87E-01	3.89E-01	2.87E-01
688	4.93E-01	-1.71E-01	8.27E-01	7.16E+00	1.61E+01	1.61E+01	5.35E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.90E-01	1.48E+00	2.55E+00	2.87E-01	2.87E-01	3.89E-01	2.87E-01
689	4.91E-01	-1.72E-01	8.31E-01	7.16E+00	1.61E+01	1.61E+01	5.35E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.89E-01	1.54E+00	2.72E+00	2.88E-01	2.88E-01	3.89E-01	2.88E-01
690	4.88E-01	-1.74E-01	8.34E-01	7.17E+00	1.61E+01	1.61E+01	5.35E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.89E-01	1.61E+00	2.90E+00	2.89E-01	2.89E-01	3.89E-01	2.89E-01
691	4.85E-01	-1.75E-01	8.38E-01	7.17E+00	1.61E+01	1.61E+01	5.35E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.88E-01	1.67E+00	3.10E+00	2.90E-01	2.90E-01	3.89E-01	2.90E-01
692	4.82E-01	-1.77E-01	8.41E-01	7.17E+00	1.61E+01	1.61E+01	5.35E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.88E-01	1.74E+00	3.31E+00	2.91E-01	2.91E-01	3.89E-01	2.91E-01
693	4.80E-01	-1.78E-01	8.44E-01	7.17E+00	1.61E+01	1.61E+01	5.34E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.87E-01	1.81E+00	3.53E+00	2.91E-01	2.91E-01	3.89E-01	2.91E-01
694	4.77E-01	-1.79E-01	8.48E-01	7.17E+00	1.61E+01	1.61E+01	5.34E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.86E-01	1.89E+00	3.77E+00	2.92E-01	2.92E-01	3.89E-01	2.92E-01
695	4.74E-01	-1.81E-01	8.51E-01	7.17E+00	1.62E+01	1.61E+01	5.34E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.86E-01	1.97E+00	4.02E+00	2.93E-01	2.93E-01	3.89E-01	2.93E-01
696	4.71E-01	-1.82E-01	8.54E-01	7.17E+00	1.62E+01	1.62E+01	5.34E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.85E-01	2.05E+00	4.29E+00	2.94E-01	2.94E-01	3.89E-01	2.94E-01
697	4.69E-01	-1.84E-01	8.58E-01	7.18E+00	1.62E+01	1.62E+01	5.34E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.85E-01	2.14E+00	4.59E+00	2.95E-01	2.95E-01	3.89E-01	2.95E-01
698	4.66E-01	-1.85E-01	8.61E-01	7.18E+00	1.62E+01	1.62E+01	5.34E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.84E-01	2.23E+00	4.90E+00	2.95E-01	2.95E-01	3.89E-01	2.95E-01
699	4.63E-01	-1.86E-01	8.64E-01	7.18E+00	1.62E+01	1.62E+01	5.34E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.84E-01	2.32E+00	5.23E+00	2.96E-01	2.96E-01	3.89E-01	2.96E-01
700	4.60E-01	-1.88E-01	8.68E-01	7.18E+00	1.62E+01	1.62E+01	5.33E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.83E-01	2.42E+00	5.58E+00	2.97E-01	2.97E-01	3.89E-01	2.97E-01
701	4.57E-01	-1.89E-01	8.71E-01	7.18E+00	1.62E+01	1.62E+01	5.33E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.83E-01	2.53E+00	5.96E+00	2.98E-01	2.98E-01	3.89E-01	2.98E-01
702	4.55E-01	-1.91E-01	8.74E-01	7.18E+00	1.62E+01	1.62E+01	5.33E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.82E-01	2.64E+00	6.37E+00	2.99E-01	2.99E-01	3.89E-01	2.99E-01
703	4.52E-01	-1.92E-01	8.78E-01	7.18E+00	1.62E+01	1.62E+01	5.33E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.81E-01	2.75E+00	6.80E+00	3.00E-01	3.00E-01	3.89E-01	3.00E-01
704	4.49E-01	-1.94E-01	8.81E-01	7.19E+00	1.62E+01	1.62E+01	5.33E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.81E-01	2.87E+00	7.26E+00	3.01E-01	3.01E-01	3.89E-01	3.01E-01
705	4.46E-01	-1.95E-01	8.84E-01	7.19E+00	1.62E+01	1.62E+01	5.33E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.80E-01	3.00E+00	7.76E+00	3.01E-01	3.01E-01	3.89E-01	3.01E-01
706	4.43E-01	-1.97E-01	8.88E-01	7.19E+00	1.62E+01	1.62E+01	5.33E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.80E-01	3.13E+00	8.28E+00	3.02E-01	3.02E-01	3.89E-01	3.02E-01
707	4.40E-01	-1.98E-01	8.91E-01	7.19E+00	1.62E+01	1.62E+01	5.33E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.79E-01	3.26E+00	8.85E+00	3.03E-01	3.03E-01	3.89E-01	3.03E-01
708	4.37E-01	-2.00E-01	8.94E-01	7.19E+00	1.62E+01	1.62E+01	5.32E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.78E-01	3.41E+00	9.45E+00	3.04E-01	3.04E-01	3.89E-01	3.04E-01
709	4.34E-01	-2.01E-01	8.98E-01	7.19E+00	1.62E+01	1.62E+01	5.32E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.78E-01	3.55E+00	1.01E+01	3.05E-01	3.05E-01	3.89E-01	3.05E-01
710	4.31E-01	-2.03E-01	9.01E-01	7.19E+00	1.62E+01	1.62E+01	5.32E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.77E-01	3.71E+00	1.08E+01	3.06E-01	3.06E-01	3.89E-01	3.06E-01
711	4.29E-01	-2.04E-01	9.04E-01	7.20E+00	1.62E+01	1.62E+01	5.32E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.76E-01	3.87E+00	1.15E+01	3.07E-01	3.07E-01	3.89E-01	3.07E-01
712	4.26E-01	-2.06E-01	9.07E-01	7.20E+00	1.62E+01	1.62E+01	5.32E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.76E-01	4.04E+00	1.23E+01	3.08E-01	3.08E-01	3.89E-01	3.08E-01
713	4.23E-01	-2.07E-01	9.11E-01	7.20E+00	1.62E+01	1.62E+01	5.32E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.75E-01	4.21E+00	1.31E+01	3.09E-01	3.09E-01	3.89E-01	3.09E-01
714	4.20E-01	-2.09E-01	9.14E-01	7.20E+00	1.62E+01	1.62E+01	5.32E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.74E-01	4.40E+00	1.40E+01	3.10E-01	3.10E-01	3.88E-01	3.10E-01
715	4.17E-01	-2.10E-01	9.17E-01	7.20E+00	1.62E+01	1.62E+01	5.32E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.74E-01	4.58E+00	1.50E+01	3.10E-01	3.10E-01	3.88E-01	3.10E-01
716	4.14E-01	-2.12E-01	9.20E-01	7.20E+00	1.63E+01	1.62E+01	5.31E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.73E-01	4.78E+00	1.60E+01	3.11E-01	3.11E-01	3.88E-01	3.11E-01
717	4.11E-01	-2.13E-01	9.24E-01	7.20E+00	1.63E+01	1.63E+01	5.31E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.72E-01	4.98E+00	1.71E+01	3.12E-01	3.12E-01	3.88E-01	3.12E-01
718	4.08E-01	-2.15E-01	9.27E-01	7.21E+00	1.63E+01	1.63E+01	5.31E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.71E-01	5.19E+00	1.83E+01	3.13E-01	3.13E-01	3.88E-01	3.13E-01
719	4.05E-01	-2.17E-01	9.30E-01	7.21E+00	1.63E+01	1.63E+01	5.31E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.71E-01	5.41E+00	1.95E+01	3.14E-01	3.14E-01	3.88E-01	3.14E-01
720	4.02E-01	-2.18E-01	9.33E-01	7.21E+00	1.63E+01	1.63E+01	5.31E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.70E-01	5.63E+00	2.08E+01	3.15E-01	3.15E-01	3.88E-01	3.15E-01
721	3.99E-01	-2.20E-01	9.36E-01	7.21E+00	1.63E+01	1.63E+01	5.31E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.69E-01	5.86E+00	2.23E+01	3.16E-01	3.16E-01	3.88E-01	3.16E-01
722	3.96E-01	-2.21E-01	9.40E-01	7.21E+00	1.63E+01	1.63E+01	5.30E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.68E-01	6.09E+00	2.38E+01	3.17E-01	3.17E-01	3.88E-01	3.17E-01
723	3.93E-01	-2.23E-01	9.43E-01	7.21E+00	1.63E+01	1.63E+01	5.30E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.68E-01	6.34E+00	2.54E+01	3.18E-01	3.18E-01	3.88E-01	3.18E-01
724	3.90E-01	-2.25E-01	9.46E-01	7.21E+00	1.63E+01	1.63E+01	5.30E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.67E-01	6.58E+00	2.71E+01	3.19E-01	3.19E-01	3.88E-01	3.19E-01
725	3.87E-01	-2.26E-01	9.49E-01	7.22E+00	1.63E+01	1.63E+01	5.30E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.66E-01	6.84E+00	2.90E+01	3.20E-01	3.20E-01	3.88E-01	3.20E-01
726	3.84E-01	-2.28E-01	9.51E-01	7.22E+00	1.63E+01	1.63E+01	5.30E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.66E-01	7.03E+00	3.04E+01	3.21E-01	3.21E-01	3.88E-01	3.21E-01
727	3.82E-01	-2.29E-01	9.53E-01	7.22E+00	1.63E+01	1.63E+01	5.29E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.65E-01	7.16E+00	3.15E+01	3.21E-01	3.21E-01	3.88E-01	3.21E-01
728	3.81E-01	-2.30E-01	9.55E-01	7.22E+00	1.63E+01	1.63E+01	5.29E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.65E-01	7.36E+00	3.30E+01	3.22E-01	3.22E-01	3.88E-01	3.22E-01
729	3.78E-01	-2.32E-01	9.59E-01	7.22E+00	1.63E+01	1.63E+01	5.29E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.64E-01	7.63E+00	3.53E+01	3.23E-01	3.23E-01	3.88E-01	3.23E-01
730	3.75E-01	-2.33E-01	9.62E-01	7.22E+00	1.63E+01	1.63E+01	5.29E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.63E-01	7.90E+00	3.77E+01	3.24E-01	3.24E-01	3.88E-01	3.24E-01
731	3.71E-01	-2.35E-01	9.65E-01	7.22E+00	1.63E+01	1.63E+01	5.29E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.62E-01	8.17E+00	4.02E+01	3.25E-01	3.25E-01	3.88E-01	3.25E-01
732	3.68E-01	-2.37E-01	9.68E-01	7.22E+00	1.63E+01	1.63E+01	5.28E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.61E-01	8.45E+00	4.29E+01	3.26E-01	3.26E-01	3.88E-01	3.26E-01
733	3.65E-01	-2.38E-01	9.71E-01	7.23E+00	1.63E+01	1.63E+01	5.28E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.60E-01	8.73E+00	4.58E+01	3.27E-01	3.27E-01	3.88E-01	3.27E-01
734	3.62E-01	-2.40E-01	9.74E-01	7.23E+00	1.63E+01	1.63E+01	5.28E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.60E-01	9.01E+00	4.89E+01	3.28E-01	3.28E-01	3.88E-01	3.28E-01
735	3.59E-01	-2.42E-01	9.77E-01	7.23E+00	1.63E+01	1.63E+01	5.27E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.59E-01	9.30E+00	5.22E+01	3.29E-01	3.29E-01	3.88E-01	3.29E-01
736	3.56E-01	-2.44E-01	9.81E-01	7.23E+00	1.63E+01	1.63E+01	5.27E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.58E-01	9.58E+00	5.57E+01	3.30E-01	3.30E-01	3.88E-01	3.30E-01
737	3.53E-01	-2.46E-01	9.84E-01	7.23E+00	1.63E+01	1.63E+01	5.27E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.57E-01	9.86E+00	5.94E+01	3.31E-01	3.31E-01	3.88E-01	3.31E-01
738	3.50E-01	-2.47E-01	9.87E-01	7.23E+00	1.64E+01	1.63E+01	5.26E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.56E-01	1.01E+01	6.34E+01	3.32E-01	3.32E-01	3.88E-01	3.32E-01
739	3.47E-01	-2.49E-01	9.90E-01	7.24E+00	1.64E+01	1.64E+01	5.26E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.55E-01	1.04E+01	6.76E+01	3.33E-01	3.33E-01	3.88E-01	3.33E-01
740	3.43E-01	-2.51E-01	9.93E-01	7.24E+00	1.64E+01	1.64E+01	5.25E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.54E-01	1.07E+01	7.21E+01	3.34E-01	3.34E-01	3.88E-01	3.34E-01
741	3.40E-01	-2.53E-01	9.96E-01	7.24E+00	1.64E+01	1.64E+01	5.25E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.54E-01	1.10E+01	7.68E+01	3.35E-01	3.35E-01	3.88E-01	3.35E-01
742	3.37E-01	-2.55E-01	9.99E-01	7.24E+00	1.64E+01	1.64E+01	5.24E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.53E-01	1.12E+01	8.19E+01	3.36E-01	3.36E-01	3.88E-01	3.36E-01
743	3.34E-01	-2.57E-01	1.00E+00	7.24E+00	1.64E+01	1.64E+01	5.23E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.52E-01	1.15E+01	8.72E+01	3.37E-01	3.37E-01	3.88E-01	3.37E-01
744	3.31E-01	-2.59E-01	1.01E+00	7.24E+00	1.64E+01	1.64E+01	5.23E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.51E-01	1.17E+01	9.29E+01	3.38E-01	3.38E-01	3.87E-01	3.38E-01
745	3.28E-01	-2.61E-01	1.01E+00	7.25E+00	1.64E+01	1.64E+01	5.22E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	5.50E-01	1.20E+01	9.89E+01	3.39E-01	3.39E-01	3.87E-01	3.39E-01
746	3.24E-01	-2.63E-01	1.01E+00	7.25E+00	1.64E+01	1.64E+01	5.21E+02	7.00E-01	2.80E-01	2.01E-02	1.65E+00	5.49E-01	1.22E+01	1.05E+02	3.40E-01	3.40E-01	3.87E-01	3.40E-01
747	3.21E-01	-2.64E-01	1.01E+00	7.25E+00	1.64E+01	1.64E+01	5.21E+02	7.00E-01	2.80E-01	2.01E-02	1.65E+00	5.48E-01	1.24E+01	1.12E+02	3.41E-01	3.41E-01	3.87E-01	3.41E-01
748	3.18E-01	-2.66E-01	1.02E+00	7.25E+00	1.64E+01	1.64E+01	5.20E+02	7.00E-01	2.80E-01	2.01E-02	1.65E+00	5.47E-01	1.27E+01	1.19E+02	3.42E-01	3.42E-01	3.87E-01	3.42E-01
749	3.15E-01	-2.68E-01	1.02E+00	7.25E+00	1.64E+01	1.64E+01	5.19E+02	7.00E-01	2.80E-01	2.01E-02	1.65E+00	5.46E-01	1.29E+01	1.27E+02	3.43E-01	3.43E-01	3.87E-01	3.43E-01
750	3.12E-01	-2.70E-01	1.02E+00	7.25E+00	1.64E+01	1.64E+01	5.18E+02	7.00E-01	2.80E-01	2.01E-02	1.65E+00	5.45E-01	1.31E+01	1.35E+02	3.44E-01	3.44E-01	3.87E-01	3.44E-01
751	3.08E-01	-2.72E-01	1.03E+00	7.25E+00	1.64E+01	1.64E+01	5.17E+02	7.00E-01	2.80E-01	2.01E-02	1.65E+00	5.45E-01	1.33E+01	1.43E+02	3.45E-01	3.45E-01	3.87E-01	3.45E-01
752	3.05E-01	-2.75E-01	1.03E+00	7.26E+00	1.64E+01	1.64E+01	5.16E+02	7.00E-01	2.80E-01	2.01E-02	1.65E+00	5.44E-01	1.34E+01	1.52E+02	3.46E-01	3.46E-01	3.87E-01	3.46E-01
753	3.02E-01	-2.77E-01	1.03E+00	7.26E+00	1.64E+01	1.64E+01	5.15E+02	7.00E-01	2.80E-01	2.01E-02	1.65E+00	5.43E-01	1.36E+01	1.61E+02	3.47E-01	3.47E-01	3.87E-01	3.47E-01
